28, 29, 266, 207, True, -22.0, -20.0, 2025-08-21T19:51:29.450504
29, 30, 415, 241, True, 29.0, -25.0, 2025-08-21T19:51:30.579551
29, 30, 415, 241, True, -13.0, -26.0, 2025-08-21T19:51:31.682566
29, 30, 415, 241, True, -19.0, -24.0, 2025-08-21T19:51:32.813112
29, 30, 415, 241, True, -19.0, -18.0, 2025-08-21T19:51:33.926709
29, 30, 415, 241, True, -19.0, -18.0, 2025-08-21T19:51:35.081975
30, 31, 361, 156, True, 39.0, 53.0, 2025-08-21T19:51:36.183890
30, 31, 361, 156, True, 1.0, -59.0, 2025-08-21T19:51:37.279867
30, 31, 361, 156, True, -22.0, -27.0, 2025-08-21T19:51:38.424493
30, 31, 361, 156, True, -22.0, -23.0, 2025-08-21T19:51:39.525977
30, 31, 361, 156, True, -22.0, -23.0, 2025-08-21T19:51:40.674259
31, 32, 335, 237, True, -41.0, -101.0, 2025-08-21T19:51:41.773772
31, 32, 335, 237, True, -8.0, 25.0, 2025-08-21T19:51:42.885529
31, 32, 335, 237, True, -16.0, -99.0, 2025-08-21T19:51:44.022007
31, 32, 335, 237, True, -19.0, 13.0, 2025-08-21T19:51:45.126285
31, 32, 335, 237, True, -21.0, -22.0, 2025-08-21T19:51:46.222692
32, 33, 310, 151, True, 18.0, 39.0, 2025-08-21T19:51:47.384735
32, 33, 310, 151, True, -5.0, -60.0, 2025-08-21T19:51:48.487103
32, 33, 310, 151, True, -27.0, -25.0, 2025-08-21T19:51:49.625602
32, 33, 310, 151, True, -27.0, -21.0, 2025-08-21T19:51:50.739086
32, 33, 310, 151, True, -27.0, -19.0, 2025-08-21T19:51:51.864398
33, 34, 472, 273, True, 26.0, 118.0, 2025-08-21T19:51:53.007358
33, 34, 472, 273, True, -5.0, -7.0, 2025-08-21T19:51:54.118090
33, 34, 472, 273, True, -11.0, -8.0, 2025-08-21T19:51:55.246820
33, 34, 472, 273, True, -23.0, -9.0, 2025-08-21T19:51:56.421867
33, 34, 472, 273, True, -18.0, -8.0, 2025-08-21T19:51:57.548581
34, 35, 293, 197, True, -48.0, 83.0, 2025-08-21T19:51:58.637463
34, 35, 293, 197, True, -39.0, -33.0, 2025-08-21T19:51:59.740900
34, 35, 293, 197, True, -25.0, -19.0, 2025-08-21T19:52:00.852209
34, 35, 293, 197, True, -25.0, -19.0, 2025-08-21T19:52:01.959678
34, 35, 293, 197, True, -26.0, -18.0, 2025-08-21T19:52:03.085797
35, 36, 376, 146, True, -12.0, -22.0, 2025-08-21T19:52:04.246061
35, 36, 376, 146, True, -22.0, -22.0, 2025-08-21T19:52:05.376566
35, 36, 376, 146, True, -22.0, -24.0, 2025-08-21T19:52:06.479918
35, 36, 376, 146, True, -23.0, -21.0, 2025-08-21T19:52:07.619630
35, 36, 376, 146, True, -23.0, -24.0, 2025-08-21T19:52:08.710057
36, 37, 278, 224, True, -4.0, -35.0, 2025-08-21T19:52:09.791574
36, 37, 278, 224, True, -22.0, -29.0, 2025-08-21T19:52:10.912165
36, 37, 278, 224, True, -22.0, -30.0, 2025-08-21T19:52:12.077038
36, 37, 278, 224, True, -24.0, -30.0, 2025-08-21T19:52:13.247647
36, 37, 278, 224, True, -22.0, -28.0, 2025-08-21T19:52:14.354441
37, 38, 418, 229, True, -10.0, -119.0, 2025-08-21T19:52:15.463675
37, 38, 418, 229, True, 0.0, 23.0, 2025-08-21T19:52:16.583206
37, 38, 418, 229, True, -5.0, -95.0, 2025-08-21T19:52:17.682440
37, 38, 418, 229, True, -22.0, -2.0, 2025-08-21T19:52:18.825213
37, 38, 418, 229, True, -21.0, -1.0, 2025-08-21T19:52:19.921219
38, 39, 278, 198, True, -7.0, -55.0, 2025-08-21T19:52:21.063682
38, 39, 278, 198, True, -26.0, -30.0, 2025-08-21T19:52:22.203033
38, 39, 278, 198, True, -26.0, -26.0, 2025-08-21T19:52:23.355201
38, 39, 278, 198, True, -26.0, -26.0, 2025-08-21T19:52:24.451790
38, 39, 278, 198, True, -26.0, -26.0, 2025-08-21T19:52:25.554734
39, 40, 285, 250, True, -46.0, -106.0, 2025-08-21T19:52:26.693594
39, 40, 285, 250, True, -24.0, -24.0, 2025-08-21T19:52:27.823914
39, 40, 285, 250, True, -24.0, -24.0, 2025-08-21T19:52:28.922398
39, 40, 285, 250, True, -25.0, -24.0, 2025-08-21T19:52:30.052582
39, 40, 285, 250, True, -25.0, -24.0, 2025-08-21T19:52:31.154394
